id,english,part_of_speech,level,translation_fr,family
1915.0,fully,adverb,B2,entièrement,descriptions_general
1916.0,fun,"adjective, noun",A1,amusant / plaisir,descriptions_general
1917.0,function,"noun, verb",B1,fonction / fonctionner,actions_general
1918.0,functional,adjective,C1,fonctionnel,descriptions_general
1919.0,fund,"noun, verb",B2,fonds / financer,finance_trading
1920.0,fundamental,adjective,B2,fondamental,descriptions_general
1921.0,fundamentally,adverb,B2,fondamentalement,descriptions_general
1922.0,funding,noun,B2,financement,finance_trading
1923.0,fundraising,noun,C1,collecte de fonds,general
1924.0,funeral,noun,C1,funérailles,general
1925.0,funny,adjective,A1,drôle,emotions_qualities
1926.0,fur,noun,B1,fourrure,general
1927.0,furious,adjective,B2,furieux,descriptions_general
1928.0,furniture,noun,A2,mobilier,home_daily_life
1929.0,further,"adjective, adverb",A2,supplémentaire / davantage,descriptions_general
1930.0,furthermore,adverb,B2,de plus,descriptions_general
1931.0,future,"adjective, noun",A1,futur / avenir,descriptions_general
1932.0,gain,"noun, verb",B2,gain / gagner,actions_general
1933.0,gallery,noun,A2,galerie,arts_media_sport
1934.0,gallon,noun,C1,gallon,general
1935.0,gambling,noun,C1,jeu d’argent,general
1936.0,game,noun,A1,jeu,arts_media_sport
1937.0,gaming,noun,B2,jeu vidéo,general
1938.0,gang,noun,B2,gang,general
1939.0,gap,noun,A2,écart / fossé,general
1940.0,garage,noun,B1,garage,home_daily_life
1941.0,garden,noun,A1,jardin,home_daily_life
1942.0,gas,noun,A2,gaz / essence,energy_environment
1943.0,gate,noun,A2,porte / portail,general
1944.0,gather,verb,B1,rassembler,actions_general
1945.0,gathering,noun,C1,réunion / rassemblement,general
1946.0,gay,adjective,B2,gay / homosexuel,descriptions_general
1947.0,gaze,"noun, verb",C1,regard / regarder fixement,actions_general
1948.0,gear,noun,C1,engrenage / équipement,general
1949.0,gender,noun,B2,genre,general
1950.0,gene,noun,B2,gène,general
1951.0,general,adjective,A2,général,descriptions_general
1952.0,generally,adverb,B1,généralement,descriptions_general
1953.0,generate,verb,B2,générer,actions_general
1954.0,generation,noun,B1,génération,general
1955.0,generic,adjective,C1,générique,descriptions_general
1956.0,generous,adjective,B1,généreux,emotions_qualities
1957.0,genetic,adjective,B2,génétique,descriptions_general
1958.0,genius,noun,B2,génie,general
1959.0,genocide,noun,C1,génocide,general
1960.0,genre,noun,B2,genre,general
1961.0,gentle,adjective,B1,doux,descriptions_general
1962.0,gentleman,noun,B1,gentleman / monsieur,general
1963.0,genuine,adjective,B2,authentique / véritable,descriptions_general
1964.0,genuinely,adverb,B2,sincèrement,descriptions_general
1965.0,geography,noun,A1,géographie,education_academic
1966.0,gesture,noun,B2,geste,general
1967.0,get,verb,A1,obtenir / devenir,actions_general
1968.0,ghost,noun,B1,fantôme,general
1969.0,giant,"adjective, noun",B1,géant,descriptions_general
1970.0,gift,noun,A2,cadeau / don,general
1971.0,gig,noun,B2,concert / spectacle / boulot,general
1972.0,girl,noun,A1,fille,general
1973.0,girlfriend,noun,A1,petite amie / copine,general
1974.0,give,verb,A1,donner,actions_general
1975.0,glad,adjective,B1,content,descriptions_general
1976.0,glance,"noun, verb",C1,coup d’œil / jeter un coup d’œil,actions_general
1977.0,glass,noun,A1,verre,general
1978.0,glimpse,noun,C1,aperçu,general
1979.0,global,adjective,B1,mondial,descriptions_general
1980.0,globalization,noun,B2,mondialisation,general
1981.0,globe,noun,B2,globe,general
1982.0,glorious,adjective,C1,glorieux,descriptions_general
1983.0,glory,noun,C1,gloire,general
1984.0,glove,noun,B1,gant,general
1985.0,go,"noun, verb",A1,aller,actions_general
1986.0,goal,noun,A2,objectif / but,general
1987.0,god,noun,A2,dieu,general
1988.0,gold,"adjective, noun",A2,or,descriptions_general
1989.0,golden,adjective,B2,doré,descriptions_general
1990.0,golf,noun,A2,golf,arts_media_sport
1991.0,good,"adjective, noun",A1,bon,emotions_qualities
1992.0,goodbye,"exclamation, noun",A1,au revoir,grammar_function_words
1993.0,goodness,noun,B2,bonté,general
1994.0,goods,noun,B1,biens / marchandises,general
1995.0,gorgeous,adjective,B2,magnifique / splendide,descriptions_general
1996.0,govern,verb,B2,gouverner,actions_general
1997.0,governance,noun,C1,gouvernance,general
1998.0,government,noun,A2,gouvernement,law_politics
1999.0,governor,noun,B2,gouverneur,general
2000.0,grab,verb,B2,saisir / attraper,actions_general
2001.0,grace,noun,C1,grâce,general
2002.0,grade,"noun, verb",B1,note / niveau,actions_general
2003.0,gradually,adverb,B2,progressivement,descriptions_general
2004.0,graduate,"noun, verb",B1,diplômé / obtenir un diplôme,work_career
2005.0,grain,noun,B1,grain,general
2006.0,grand,adjective,B2,grandiose / majeur,descriptions_general
2007.0,grandfather,noun,A1,grand-père,general
2008.0,grandmother,noun,A1,grand-mère,general
2009.0,grandparent,noun,A1,grand-parent,general
2010.0,grant,"noun, verb",B2,subvention / accorder,actions_general
2011.0,graphic,adjective,B2,graphique,descriptions_general
2012.0,graphics,noun,B2,graphisme / graphiques,general
2013.0,grasp,"noun, verb",C1,saisir / comprendre,actions_general
2014.0,grass,noun,A2,herbe,nature_animals
2015.0,grateful,adjective,B1,reconnaissant,descriptions_general
2016.0,grave,"adjective, noun",C1,grave / tombe,descriptions_general
2017.0,gravity,noun,C1,gravité,general
2018.0,great,adjective,A1,grand / excellent,descriptions_general
2019.0,greatly,adverb,B2,grandement / beaucoup,descriptions_general
2020.0,green,"adjective, noun",A1,vert,descriptions_general
2021.0,greenhouse,noun,B2,serre,energy_environment
2022.0,greet,verb,A2,saluer,actions_general
2023.0,grey,"adjective, noun",A1,gris,descriptions_general
2024.0,grid,noun,C1,grille / réseau,general
2025.0,grief,noun,C1,chagrin,general
2026.0,grin,"noun, verb",C1,sourire,actions_general
2027.0,grind,verb,C1,moudre / broyer,actions_general
2028.0,grip,"noun, verb",C1,prise / emprise,actions_general
2029.0,grocery,noun,B2,épicerie,general
2030.0,gross,adjective,C1,brut / dégoûtant,descriptions_general
2031.0,ground,noun,A2,sol / terrain,general
2032.0,group,noun,A1,groupe,general
2033.0,grow,verb,A1,grandir / croître,actions_general
2034.0,growth,noun,B1,croissance,finance_trading
2035.0,guarantee,"noun, verb",B2,garantie / garantir,actions_general
2036.0,guard,"noun, verb",B1,garde / protéger,actions_general
2037.0,guerrilla,noun,C1,guérilla,general
2038.0,guess,"noun, verb",A1,deviner / supposition,actions_general
2039.0,guest,noun,A2,invité,general
2040.0,guidance,noun,C1,orientation / conseils,general
2041.0,guide,"noun, verb",A2,guide / guider,actions_general
2042.0,guideline,noun,B2,directive / ligne directrice,general
2043.0,guilt,noun,C1,culpabilité,general
2044.0,guilty,adjective,B1,coupable,descriptions_general
2045.0,guitar,noun,A1,guitare,general
2046.0,gun,noun,A2,arme / pistolet,general
2047.0,gut,noun,C1,ventre / instinct,general
2048.0,guy,noun,A2,mec / type / gars,general
2049.0,gym,noun,A1,salle de sport,general
2050.0,habit,noun,A2,habitude,general
2051.0,habitat,noun,B2,habitat,nature_animals
2052.0,hail,verb,C1,saluer / grêle,actions_general
2053.0,hair,noun,A1,cheveux,general
2054.0,half,"adverb, determiner, noun, pronoun",A1,moitié / demi,descriptions_general
2055.0,halfway,adverb,C1,à mi-chemin,descriptions_general
2056.0,hall,noun,A2,hall / couloir,general
2057.0,halt,"noun, verb",C1,arrêt / arrêter,actions_general
2058.0,hand,"noun, verb",A1,main / remettre,health_body
2059.0,handful,noun,C1,poignée,general
2060.0,handle,"noun, verb",B2,gérer / poignée,actions_general
2061.0,handling,noun,C1,gestion / manipulation,general
2062.0,handy,adjective,C1,pratique,descriptions_general
2063.0,hang,verb,B1,pendre / accrocher,actions_general
2064.0,happen,verb,A1,se passer / arriver,actions_general
2065.0,happily,adverb,A2,heureusement / joyeusement,descriptions_general
2066.0,happiness,noun,B1,bonheur,general
2067.0,happy,adjective,A1,heureux,emotions_qualities
2068.0,harassment,noun,C1,harcèlement,general
2069.0,harbour,noun,B2,port / abriter,travel_transport
2070.0,hard,"adjective, adverb",A1,dur / difficile,descriptions_general
2071.0,hardly,adverb,B1,à peine,descriptions_general
2072.0,hardware,noun,C1,matériel informatique,technology_data
2073.0,harm,"noun, verb",B2,mal / nuire,actions_general
2074.0,harmful,adjective,B2,nuisible / nocif,descriptions_general
2075.0,harmony,noun,C1,harmonie,general
2076.0,harsh,adjective,C1,dur / sévère,descriptions_general
2077.0,harvest,"noun, verb",C1,récolte / récolter,actions_general
2078.0,hat,noun,A1,chapeau,general
2079.0,hate,"noun, verb",A1,détester / haine,emotions_qualities
2080.0,hatred,noun,C1,haine,general
2081.0,haunt,verb,C1,hanter,actions_general
2082.0,have,"verb, auxiliary verb",A1,avoir,actions_general
2083.0,have to,modal verb,A1,devoir,grammar_function_words
2084.0,hazard,noun,C1,danger / risque,general
2085.0,he,pronoun,A1,il,grammar_function_words
2086.0,head,"noun, verb",A1,tête / diriger,health_body
2087.0,headache,noun,A2,mal de tête,general
2088.0,headline,noun,B1,titre,general
2089.0,headquarters,noun,B2,siège social,general
2090.0,heal,verb,B2,guérir,actions_general
2091.0,health,noun,A1,santé,health_body
2092.0,healthcare,noun,B2,soins de santé,general
2093.0,healthy,adjective,A1,sain / en bonne santé,health_body
2094.0,hear,verb,A1,entendre,communication_language
2095.0,hearing,noun,B2,audition,general
2096.0,heart,noun,A2,cœur,health_body
2097.0,heat,"noun, verb",A2,chaleur,actions_general
2098.0,heating,noun,B1,chauffage,general
2099.0,heaven,noun,B2,paradis,general
2100.0,heavily,adverb,B1,fortement / lourdement,descriptions_general
2101.0,heavy,adjective,A2,lourd,descriptions_general
2102.0,heel,noun,B2,talon,general
2103.0,height,noun,A2,hauteur,general
2104.0,heighten,verb,C1,renforcer / intensifier,actions_general
2105.0,helicopter,noun,B1,hélicoptère,general
2106.0,hell,noun,B2,enfer,general
2107.0,hello,"exclamation, noun",A1,bonjour,grammar_function_words
2108.0,helmet,noun,B2,heaume,general
2109.0,help,"noun, verb",A1,aide / aider,actions_general
2110.0,helpful,adjective,A2,utile,descriptions_general
2111.0,hence,adverb,B2,alors,descriptions_general
2112.0,her,"determiner, pronoun",A1,elle / son / sa,grammar_function_words
2113.0,herb,noun,B2,herbe,general
2114.0,here,adverb,A1,ici,descriptions_general
2115.0,heritage,noun,C1,patrimoine,general
2116.0,hero,noun,A2,héros,general
2117.0,hers,pronoun,A2,le sien / la sienne,grammar_function_words
2118.0,herself,pronoun,A2,elle-même,grammar_function_words
2119.0,hesitate,verb,B2,hésiter,actions_general
2120.0,hey,exclamation,A1,hé / salut,grammar_function_words
2121.0,hi,exclamation,A1,salut,grammar_function_words
2122.0,hidden,adjective,B2,caché,descriptions_general
2123.0,hide,verb,A2,cacher,actions_general
2124.0,hierarchy,noun,C1,hiérarchie,general
2125.0,high,"adjective, adverb, noun",A1,haut / élevé,descriptions_general
2126.0,high-profile,adjective,C1,très médiatisé / important,descriptions_general
2127.0,highlight,"noun, verb",B1,mettre en évidence / point fort,actions_general
2128.0,highly,adverb,B1,très / fortement,descriptions_general
2129.0,highway,noun,B2,autoroutier,general
2130.0,hilarious,adjective,B2,hilarant,descriptions_general
2131.0,hill,noun,A2,colline,nature_animals
2132.0,him,pronoun,A1,lui,grammar_function_words
2133.0,himself,pronoun,A2,lui-même,grammar_function_words
2134.0,hint,"noun, verb",C1,indice / laisser entendre,actions_general
2135.0,hip,noun,B2,hanche,general
2136.0,hire,"noun, verb",B1,embaucher / louer,actions_general
2137.0,his,"determiner, pronoun",A1,son / sa / le sien,grammar_function_words
2138.0,historian,noun,B2,historien,general
2139.0,historic,adjective,B1,historique,descriptions_general
2140.0,historical,adjective,B1,historique,descriptions_general
2141.0,history,noun,A1,histoire,education_academic
2142.0,hit,"noun, verb",A2,frapper / coup,actions_general
2143.0,hobby,noun,A1,passe-temps,general
2144.0,hockey,noun,A2,hockey,general
2145.0,hold,"noun, verb",A2,tenir / retenir,actions_general
2146.0,hole,noun,A2,trou,general
2147.0,holiday,noun,A1,vacances / jour férié,general
2148.0,hollow,adjective,B2,creux,descriptions_general
2149.0,holy,adjective,B2,saint / sacré,descriptions_general
2150.0,home,"adjective, adverb, noun",A1,maison / chez soi,home_daily_life
2151.0,homeland,noun,C1,patrie,general
2152.0,homeless,adjective,B2,sans-abri,descriptions_general
2153.0,homework,noun,A1,devoirs,general
2154.0,honest,adjective,B1,honnête,emotions_qualities
2155.0,honesty,noun,B2,honnêteté,general
2156.0,honour,"noun, verb",B2,honneur / honorer,actions_general
2157.0,hook,"noun, verb",B2,crochet / accrocher,actions_general
2158.0,hope,"noun, verb",A1,espoir / espérer,emotions_qualities
2159.0,hopeful,adjective,C1,plein d’espoir,descriptions_general
2160.0,hopefully,adverb,B2,espérons-le,descriptions_general
2161.0,horizon,noun,C1,horizon,general
2162.0,horn,noun,C1,corne / klaxon,general
2163.0,horrible,adjective,B1,horrible,descriptions_general
2164.0,horror,noun,B1,horreur,general
2165.0,horse,noun,A1,cheval,nature_animals
2166.0,hospital,noun,A1,hôpital,health_body
2167.0,host,"noun, verb",B1,hôte / animateur,actions_general
2168.0,hostage,noun,C1,otage,general
2169.0,hostile,adjective,C1,hostile,descriptions_general
2170.0,hostility,noun,C1,hostilité,general
2171.0,hot,adjective,A1,chaud,descriptions_general
2172.0,hotel,noun,A1,hôtel,travel_transport
2173.0,hour,noun,A1,heure,general
2174.0,house,"noun, verb",A1,maison / loger,home_daily_life
2175.0,household,noun,B2,ménage / foyer,general
2176.0,housing,noun,B2,logement,general
2177.0,how,adverb,A1,comment,descriptions_general
2178.0,however,adverb,A1,cependant / toutefois,descriptions_general
2179.0,huge,adjective,A2,énorme,descriptions_general
2180.0,human,"adjective, noun",A2,humain,descriptions_general
2181.0,humanitarian,adjective,C1,humanitaire,descriptions_general
2182.0,humanity,noun,C1,humanité,general
2183.0,humble,adjective,C1,humble,descriptions_general
2184.0,humorous,adjective,B2,drôle / humoristique,descriptions_general
2185.0,humour,noun,B2,humour,general
2186.0,hundred,number,A1,cent,grammar_function_words
2187.0,hunger,noun,B2,faim,general
2188.0,hungry,adjective,A1,affamé,descriptions_general
2189.0,hunt,"noun, verb",B1,chasse / chasser,actions_general
2190.0,hunting,noun,B2,chasse,general
2191.0,hurricane,noun,B1,ouragan,nature_animals
2192.0,hurry,"noun, verb",B1,se dépêcher / hâte,actions_general
2193.0,hurt,"adjective, noun, verb",A2,blesser / faire mal,descriptions_general
2194.0,husband,noun,A1,mari,home_daily_life
2195.0,hydrogen,noun,C1,hydrogène,energy_environment
2196.0,hypothesis,noun,B2,hypothèse,education_academic
2197.0,i,pronoun,A1,je,grammar_function_words
2198.0,ice,noun,A1,glace,general
2199.0,ice cream,noun,A1,glace / crème glacée,general
2200.0,icon,noun,B2,icône,general
2201.0,id,noun,B2,ça / id,general
2202.0,idea,noun,A1,idée,general
2203.0,ideal,"adjective, noun",A2,idéal,descriptions_general
2204.0,identical,adjective,B2,identique,descriptions_general
2205.0,identification,noun,C1,identification,general
2206.0,identify,verb,A2,identifier,actions_general
2207.0,identity,noun,B1,identité,general
2208.0,ideological,adjective,C1,idéologique,descriptions_general
2209.0,ideology,noun,C1,idéologie,general
2210.0,idiot,noun,C1,idiot,general
2211.0,if,conjunction,A1,si,grammar_function_words
2212.0,ignorance,noun,C1,ignorance,general
2213.0,ignore,verb,B1,ignorer,actions_general
2214.0,ill,adjective,A2,malade,descriptions_general
2215.0,illegal,adjective,B1,illégal,descriptions_general
2216.0,illness,noun,A2,maladie,health_body
2217.0,illusion,noun,B2,illusion,general
2218.0,illustrate,verb,B2,illustrer,actions_general
2219.0,illustration,noun,B2,illustration,general
2220.0,image,noun,A2,image,general
2221.0,imagery,noun,C1,imagerie / images,general
2222.0,imaginary,adjective,B1,imaginaire,descriptions_general
